sep_index,pp_index,cdaw_sep_id,timestamp,cdaw_start_time,cdaw_max_time,cdaw_evn_max,cme_id,cme_launch_time,cme_1st_app_time,lasco_cme_width,p_cme_width,lasco_linear_speed,p_cme_speed,fl_id,fl_start_time,fl_peak_time,fl_rise_time,fl_lon,fl_lat,fl_goes_class,noaa_ar,noaa_ar_uncertain,harpnum,noaa_pf10MeV,ppf_gt10MeV,ppf_gt30MeV,ppf_gt60MeV,ppf_gt100MeV,fluence_gt10MeV,fluence_gt30MeV,fluence_gt60MeV,fluence_gt100MeV,gsep_pf_gt10MeV,gsep_max_time,m_type2_onset_time,dh_type2_onset_time,noaa-sep_flag,Inst_category,Comments,Notes,Fe_e_p_shock_notes,gsep_notes,slice_start,slice_end
gsep_300,psep_296,cdaw_sep_115,2012-01-23 04:10:00,2012-01-23 04:45:00,2012-01-24 15:30:00,3895,lasco_17994,2012-01-23 03:40:29,2012-01-23 04:00:00,360,360,2175,2175,gid_sdo_1506,2012-01-23 03:38:00,2012-01-23 03:59:00,21,25,18,M8.7,11402,FALSE,1321,6310,3806.43,204.33,8.71,0.84,241000000,16500000,915000,169000,6314.1,2012-01-24 15:30:00,,2019-01-23 04:00:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2012-01-22 16:45:00,2012-01-25 18:40:00
gsep_301,psep_297,cdaw_sep_116,2012-01-27 17:55:00,2012-01-27 18:55:00,2012-01-28 02:05:00,795,lasco_18011,2012-01-27 18:14:01,2012-01-27 18:27:00,360,360,2508,2508,gid_sdo_1523,2012-01-27 17:37:00,2012-01-27 18:37:00,60,71,27,X1.7,11402,FALSE,1321,795,535.77,83.95,16,4.43,45400000,6670000,1180000,337000,807.51,2012-01-28 02:20:00,2019-01-27 18:10:00,2019-01-27 18:30:00,1,S,,,Fe-poor; ;p-rich; no shock passage,,2012-01-27 06:55:00,2012-01-30 08:25:00
gsep_302,psep_298,,2012-02-24 21:30:00,,,,lasco_18110,2012-02-24 17:36:05,2012-02-24 17:36:05,94,94,461,461,,,,,,, ,,,,,4.02,,,,614000,,,,4.6418,2012-02-26 00:55:00,,,0,P,Poor fit for CME launch time ,,,,2012-02-24 09:30:00,2012-02-27 12:00:00
gsep_303,psep_299,,2012-03-04 23:10:00,,,,lasco_18155,2012-03-04 10:31:15,2012-03-04 11:00:07,360,360,1306,1306,gid_sdo_1567,2012-03-04 10:29:00,2012-03-04 10:52:00,23,-61,19,M2.0,11429,FALSE,1449,,3.76,,,,532000,,,,4.0747,2012-03-06 13:35:00,,,0,P,,,,,2012-03-04 11:10:00,2012-03-07 02:40:00
gsep_304,psep_300,cdaw_sep_117,2012-03-07 02:50:00,2012-03-07 02:50:00,2012-03-08 11:15:00,1913,lasco_18169,2012-03-07 00:12:07,2012-03-07 00:24:00,360,360,2864,2864,gid_sdo_1607,2012-03-07 00:02:00,2012-03-07 00:24:00,22,-27,21,X5.4,11429,FALSE,1449,6530,4200.59,431.01,102.68,23.14,235000000,46900000,8960000,1850000,6529.8,2012-03-08 11:15:00,2019-03-07 00:17:00,2019-03-07 01:00:00,1,P,,,Fe-poor; ;p-rich; no shock passage,,2012-03-06 14:50:00,2012-03-09 17:25:00
gsep_305,psep_301,cdaw_sep_118,2012-03-13 17:35:00,2012-03-13 18:05:00,2012-03-13 20:45:00,469,lasco_18196,2012-03-13 17:13:52,2012-03-13 17:36:00,360,360,1884,1884,gid_sdo_1647,2012-03-13 17:12:00,2012-03-13 17:41:00,29,59,19,M7.9,11429,FALSE,1449,469,297.34,34.57,4.33,0.81,9050000,993000,263000,111000,468.77,2012-03-13 20:45:00,2019-03-13 17:15:00,2019-03-13 17:35:00,1,P,,,Fe-rich; ;p-rich; ,,2012-03-13 06:05:00,2012-03-14 12:15:00
gsep_306,psep_302,cdaw_sep_119,2012-05-17 01:30:00,2012-05-17 01:55:00,2012-05-17 04:30:00,255,lasco_18533,2012-05-17 01:17:44,2012-05-17 01:48:00,360,360,1582,1582,gid_sdo_1910,2012-05-17 01:25:00,2012-05-17 01:47:00,22,76,11,M5.1,11476,FALSE,1638,255,215.65,98.86,29.89,9.48,6820000,1990000,682000,265000,311.43,2012-05-17 04:35:00,2019-05-17 01:31:00,2019-05-17 01:40:00,1,S,,,Fe-rich; ;p-rich; ,,2012-05-16 13:55:00,2012-05-18 02:10:00
gsep_307,psep_303,cdaw_sep_120,2012-05-26 22:15:00,2012-05-26 23:25:00,2012-05-27 10:45:00,14,lasco_18600,2012-05-26 20:24:00,2012-05-26 20:57:00,360,360,1966,1966,,,,,,, ,11484,TRUE,1662,14,10.24,,,,801000,,,,14.777,2012-05-27 10:45:00,2019-05-26 20:47:00,,1,P,,,,,2012-05-26 11:25:00,2012-05-27 18:15:00
gsep_308,psep_304,cdaw_sep_121,2012-06-15 23:50:00,2012-06-14 23:25:00,2012-06-16 22:30:00,15,lasco_18747,2012-06-14 13:27:33,2012-06-14 14:12:00,360,360,987,987,gid_sdo_2044,2012-06-14 12:52:00,2012-06-14 14:35:00,103,-5,-17,M1.9,11504,FALSE,1750,15,10.17,,,,325000,,,,15.075,2012-06-16 20:20:00,,,1,P,,,,,2012-06-14 11:25:00,2012-06-17 07:30:00
gsep_309,psep_305,cdaw_sep_122,2012-07-06 23:55:00,2012-07-07 00:05:00,2012-07-07 07:45:00,25,lasco_18909,2012-07-06 22:48:38,2012-07-06 23:24:00,360,360,1828,1828,gid_sdo_2206,2012-07-06 23:01:00,2012-07-06 23:08:00,7,51,-17,X1.1,11515,FALSE,1807,25,15.91,5.05,1.52,0.59,2010000,694000,325000,167000,25.241,2012-07-07 07:45:00,2019-07-06 23:09:00,2019-07-06 23:10:00,1,P,,,Fe-rich; ;p-rich; ,,2012-07-06 12:05:00,2012-07-08 07:55:00
gsep_310,,cdaw_sep_123,2012-07-08 18:10:00,2012-07-08 18:10:00,2012-07-09 04:30:00,19,lasco_18928,2012-07-08 16:00:57,2012-07-08 16:36:00,157,157,1572,1497,gid_sdo_2231,2012-07-08 16:23:00,2012-07-08 16:32:00,9,74,-17,M6.9,11515,FALSE,1807,19,,,,,,,,,23.153,2012-07-09 01:35:00,2019-07-08 16:30:00,2019-07-08 16:35:00,1,P,,,,,2012-07-08 06:10:00,2012-07-10 03:10:00
gsep_311,psep_306,cdaw_sep_124,2012-07-12 17:10:00,2012-07-12 17:25:00,2012-07-12 22:25:00,96,lasco_18957,2012-07-12 16:12:05,2012-07-12 16:48:00,360,360,885,885,gid_sdo_2262,2012-07-12 15:37:00,2012-07-12 16:49:00,72,1,-15,X1.4,11520,FALSE,1834,96,58.61,2.98,0.91,,3450000,473000,248000,,96.08,2012-07-12 22:25:00,2019-07-12 16:25:00,2019-07-12 16:45:00,1,P,,,,,2012-07-12 05:25:00,2012-07-15 11:10:00
gsep_312,psep_307,cdaw_sep_125,2012-07-17 15:05:00,2012-07-17 15:30:00,2012-07-18 06:00:00,136,lasco_19000,2012-07-17 13:48:06,2012-07-17 13:48:00,176,176,958,958,gid_sdo_2290,2012-07-17 12:03:00,2012-07-17 17:15:00,312,65,-28,M1.7,11520,FALSE,1834,136,82.25,4.53,0.92,,3180000,260000,87400,,135.95,2012-07-18 06:00:00,,2019-07-17 14:40:00,1,P,Poor fit for CME launch time ,,,,2012-07-17 03:30:00,2012-07-18 16:05:00
gsep_313,psep_308,cdaw_sep_126,2012-07-19 01:25:00,2012-07-19 06:40:00,2012-07-19 14:25:00,80,lasco_19008,2012-07-19 05:05:59,2012-07-19 05:24:00,360,360,1631,1931,gid_sdo_2296,2012-07-19 04:17:00,2012-07-19 05:58:00,101,90,-17,M7.7,11520,FALSE,1834,80,54.92,10.03,1.95,0.52,5260000,803000,251000,115000,81.44,2012-07-20 04:50:00,2019-07-19 05:24:00,2019-07-19 05:30:00,1,P,,,Fe-rich; ;p-rich; ,,2012-07-18 18:40:00,2012-07-21 03:25:00
gsep_314,psep_309,cdaw_sep_127,2012-07-23 07:40:00,2012-07-23 08:00:00,2012-07-23 21:45:00,12,lasco_19039,2012-07-23 02:10:07,2012-07-23 02:36:00,360,360,2003,2008,,,,,,, ,11523,TRUE,1863,12,11.53,4.96,1.58,0.5,2280000,920000,308000,115000,12.768,2012-07-23 21:45:00,,,1,P,,,,,2012-07-22 20:00:00,2012-07-24 04:40:00
gsep_315,psep_310,cdaw_sep_128,2012-09-01 00:15:00,2012-09-01 01:25:00,2012-09-02 08:50:00,60,lasco_19304,2012-08-31 19:36:17,2012-08-31 20:00:00,360,360,1442,1442,gid_sdo_2480,2012-08-31 19:45:00,2012-08-31 20:43:00,58,-42,-19,C8.4,11562,FALSE,1990,60,34.44,1.73,,,3300000,495000,,,59.894,2012-09-02 08:50:00,2019-08-31 19:42:00,2019-08-31 20:00:00,1,P,,,,,2012-08-31 13:25:00,2012-09-03 18:15:00
gsep_316,psep_311,cdaw_sep_129,2012-09-28 01:05:00,2012-09-28 01:20:00,2012-09-28 04:45:00,28,lasco_19473,2012-09-27 23:19:26,2012-09-28 00:12:00,360,360,947,947,gid_sdo_2578,2012-09-27 23:36:00,2012-09-27 23:57:00,21,36,9,C3.7,11577,FALSE,2040,28,19.6,2.81,0.84,,996000,329000,165000,,28.431,2012-09-28 04:45:00,2019-09-27 23:44:00,2019-09-27 23:55:00,1,P,,,Fe-rich; ;p-rich; ,,2012-09-27 13:20:00,2012-09-28 14:05:00
gsep_317,psep_312,,2012-12-14 06:15:00,,,,lasco_19914,2012-12-14 01:37:33,2012-12-14 02:00:06,149,149,763,763,,,,,,, ,,,,,6.01,,,,538000,,,,9.3625,2012-12-15 01:55:00,,,0,P,,,,,2012-12-13 18:15:00,2012-12-15 16:15:00
gsep_318,psep_313,,2013-01-16 22:35:00,,,,lasco_20175,2013-01-16 18:03:58,2013-01-16 19:00:05,250,250,648,648,gid_sdo_3003,2013-01-16 18:21:00,2013-01-16 19:23:00,62,76,-31,C2.2,11650,FALSE,2360,,2.71,,,,188000,,,,2.0844,2013-01-17 14:15:00,,,0,P,,,,,2013-01-16 10:35:00,2013-01-17 20:35:00
gsep_319,psep_314,cdaw_sep_130,2013-03-15 19:10:00,2013-03-15 19:40:00,2013-03-17 07:00:00,15,lasco_20551,2013-03-15 06:31:20,2013-03-15 07:12:00,360,360,1063,1063,gid_sdo_3058,2013-03-15 05:46:00,2013-03-15 06:58:00,72,-12,11,M1.1,11692,FALSE,2546,16,10.42,1.46,,,1080000,321000,,,16.036,2013-03-17 07:00:00,,2019-03-15 07:00:00,1,P,,,,,2013-03-15 07:40:00,2013-03-17 21:10:00
gsep_320,,cdaw_sep_131,2013-04-11 08:25:00,2013-04-11 08:25:00,2013-04-11 16:45:00,114,lasco_20713,2013-04-11 06:36:36,2013-04-11 07:24:00,360,360,861,861,gid_sdo_3134,2013-04-11 06:56:00,2013-04-11 07:16:00,20,-12,9,M6.5,11719,FALSE,2635,114,,,,,,,,,113.55,2013-04-11 16:45:00,2019-04-11 07:02:00,2019-04-11 07:10:00,1,P,,,,,2013-04-10 20:25:00,2013-04-12 09:05:00
gsep_321,,cdaw_sep_132,2013-05-15 06:35:00,2013-05-15 06:35:00,2013-05-17 17:20:00,42,lasco_20981,2013-05-15 01:19:17,2013-05-15 01:48:00,360,360,1366,1366,gid_sdo_3394,2013-05-15 01:25:00,2013-05-15 01:48:00,23,-64,12,X1.2,11748,FALSE,2748,42,,,,,,,,,32.972,2013-05-17 17:25:00,2019-05-15 01:37:00,2019-05-15 04:30:00,1,P,,,,,2013-05-14 18:35:00,2013-05-18 17:35:00
gsep_322,,cdaw_sep_133,2013-05-22 14:20:00,2013-05-22 14:20:00,2013-05-23 06:50:00,1660,lasco_21052,2013-05-22 12:47:06,2013-05-22 13:25:00,360,,1466,1466,gid_sdo_3437,2013-05-22 13:08:00,2013-05-22 13:32:00,24,70,15,M5.0,11745,FALSE,2739,1660,,,,,,,,,1655.4,2013-05-23 06:50:00,2019-05-22 12:59:00,2019-05-22 13:10:00,1,P,,,,,2013-05-22 02:20:00,2013-05-25 00:00:00
gsep_323,,cdaw_sep_134,2013-06-23 08:30:00,2013-06-23 08:30:00,2013-06-24 05:20:00,14,lasco_21225,2013-06-21 02:47:19,2013-06-21 03:12:00,207,,1900,1900,gid_sdo_3497,2013-06-21 02:30:00,2013-06-21 03:14:00,44,-73,-16,M2.9,11777,FALSE,2878,14,,,,,,,,,14.146,2013-06-24 05:20:00,,2019-06-21 03:36:00,1,P,,,,,2013-06-22 20:30:00,2013-06-24 17:10:00
gsep_324,,cdaw_sep_135,2013-09-30 00:25:00,2013-09-30 00:25:00,2013-09-30 20:05:00,182,lasco_21706,2013-09-29 21:42:36,2013-09-29 22:12:00,360,,1179,1179,,2013-09-29 20:42:00,2013-09-29 23:32:00,172,29,17,C1.3,11850,TRUE,3199,182,,,,,,,,,181.81,2013-09-30 20:05:00,,2019-09-29 21:53:00,1,P,,,,,2013-09-29 12:25:00,2013-10-02 10:25:00
gsep_325,,cdaw_sep_136,2013-12-28 19:00:00,2013-12-28 19:00:00,2013-12-28 23:15:00,29,lasco_22365,2013-12-28 16:58:43,2013-12-28 17:36:00,360,,1118,1118,,,,,,,,,,,29,,,,,,,,,29.277,2013-12-28 23:15:00,,2019-12-28 17:31:00,1,P,,,,,2013-12-28 07:00:00,2013-12-30 00:00:00
gsep_326,,cdaw_sep_137,2014-01-06 08:15:00,2014-01-06 08:15:00,2014-01-06 16:00:00,42,lasco_22425,2014-01-06 07:25:21,2014-01-06 08:00:00,360,,1402,1402,,2014-01-06 07:30:00,2014-01-06 07:45:00,15,89,-15,C2.1,11936,TRUE,3535,42,,,,,,,,,42.17,2014-01-06 16:00:00,2019-01-06 07:45:00,2019-01-06 07:58:00,1,P,,,,Flare location from SDO/AIA,2014-01-05 20:15:00,2014-01-07 19:14:00
gsep_327,,cdaw_sep_138,2014-01-07 19:55:00,2014-01-07 19:55:00,2014-01-09 03:40:00,1026,lasco_22433,2014-01-07 17:58:27,2014-01-07 18:24:00,360,,1830,1830,gid_sdo_4424,2014-01-07 18:04:00,2014-01-07 18:32:00,28,11,-15,X1.2,11944,FALSE,3563,1026,,,,,,,,,1026.1,2014-01-09 03:40:00,2019-01-07 18:17:00,2019-01-07 18:27:00,1,P,,,,,2014-01-07 07:55:00,2014-01-10 14:15:00
gsep_328,,cdaw_sep_139,2014-02-20 08:15:00,2014-02-20 08:15:00,2014-02-20 09:25:00,22,lasco_22731,2014-02-20 07:16:01,2014-02-20 08:00:00,360,,948,948,gid_sdo_4714,2014-02-20 07:26:00,2014-02-20 07:56:00,30,73,-15,M3.0,11976,FALSE,3730,22,,,,,,,,,22.252,2014-02-20 09:25:00,2019-02-20 07:45:00,2019-02-20 08:06:00,1,P,,,,,2014-02-19 20:15:00,2014-02-20 16:35:00
gsep_329,,cdaw_sep_140,2014-02-25 03:50:00,2014-02-25 03:50:00,2014-02-26 00:10:00,24,lasco_22756,2014-02-25 00:27:24,2014-02-25 01:25:00,360,,2147,2147,gid_sdo_4739,2014-02-25 00:39:00,2014-02-25 00:49:00,10,-82,-12,X4.9,11990,FALSE,3793,,,,,,,,,,23.941,2014-02-26 00:10:00,2019-02-25 00:56:00,2019-02-25 00:56:00,0,P,,,,,2014-02-24 15:50:00,2014-02-26 13:00:00
gsep_330,,,2014-02-26 13:00:00,,,,lasco_22756,2014-02-25 00:27:24,2014-02-25 01:25:00,360,,2147,2147,gid_sdo_4739,2014-02-25 00:39:00,2014-02-25 00:49:00,10,-82,-12,X4.9,11990,FALSE,3793,103,,,,,,,,,102.64,2014-02-28 08:45:00,,,1,P,,,,Second peak noticed,2014-02-26 01:00:00,2014-03-02 08:50:00
gsep_331,,cdaw_sep_141,2014-04-18 13:40:00,2014-04-18 13:40:00,2014-04-19 01:50:00,58,lasco_23111,2014-04-18 12:33:51,2014-04-18 13:25:00,360,,1203,1203,gid_sdo_5098,2014-04-18 12:31:00,2014-04-18 13:03:00,32,34,-20,M7.3,12036,FALSE,3999,58,,,,,,,,,58.47,2014-04-19 01:05:00,2019-04-18 12:55:00,2019-04-18 13:06:00,1,P,,,,Data corrected for spike,2014-04-18 01:40:00,2014-04-20 15:40:00
gsep_332,,cdaw_sep_142,2014-09-10 21:35:00,2014-09-10 21:35:00,2014-09-12 15:55:00,29,lasco_24113,2014-09-10 17:18:29,2014-09-10 18:00:00,360,,1267,1267,gid_sdo_5706,2014-09-10 17:21:00,2014-09-10 17:45:00,24,-2,14,X1.6,12158,FALSE,4536,126,,,,,,,,,183.65,2014-09-12 15:55:00,,2019-09-10 17:45:00,1,P,,,,,2014-09-10 09:35:00,2014-09-12 23:55:00
gsep_333,,cdaw_sep_143,2014-11-01 13:55:00,2014-11-01 13:55:00,2014-11-02 21:10:00,11,lasco_24432,2014-11-01 05:14:26,2014-11-01 06:00:00,160,,740,740,gid_sdo_5988,2014-11-01 04:44:00,2014-11-01 05:34:00,70,-52,-22,C2.7,12200,TRUE,4751,11,,,,,,,,,10.875,2014-11-02 21:10:00,,,1,P,,,,,2014-11-01 01:55:00,2014-11-03 07:35:00
gsep_334,,cdaw_sep_144,2015-06-18 04:35:00,2015-06-18 04:35:00,2015-06-18 14:45:00,17,lasco_25859,2015-06-18 00:48:19,2015-06-18 01:25:00,195,,1714,1714,gid_sdo_7217,2015-06-18 00:33:00,2015-06-18 01:27:00,54,81,-16,M1.2,12365,FALSE,5653,17,,,,,,,,,16.77,2015-06-18 14:45:00,,,1,P,,,,,2015-06-17 16:35:00,2015-06-19 13:35:00
gsep_335,,cdaw_sep_145,2015-06-21 04:05:00,2015-06-21 04:05:00,2015-06-22 19:00:00,278,lasco_25875,2015-06-21 02:06:49,2015-06-21 02:36:00,360,,1366,1366,gid_sdo_7240,2015-06-21 02:06:00,2015-06-21 02:36:00,30,-16,12,M2.6,12371,FALSE,5692,1066,,,,,,,,,1233.3,2015-06-22 18:55:00,2019-06-21 02:25:00,2019-06-21 02:33:00,1,P,,,,,2015-06-20 16:05:00,2015-06-23 22:25:00
gsep_336,,cdaw_sep_146,2015-06-25 10:05:00,2015-06-25 10:05:00,2015-06-27 00:30:00,22,lasco_25898,2015-06-25 08:10:18,2015-06-25 08:36:00,360,,1627,1627,gid_sdo_7260,2015-06-25 08:02:00,2015-06-25 08:16:00,14,42,9,M7.9,12371,FALSE,5692,22,,,,,,,,,22.449,2015-06-27 00:30:00,2019-06-25 08:16:00,2019-06-25 08:35:00,1,P,,,,,2015-06-24 22:05:00,2015-06-27 10:05:00
gsep_337,,cdaw_sep_147,2015-10-29 03:05:00,2015-10-29 03:05:00,2015-10-29 10:00:00,24,lasco_26577,2015-10-29 01:12:20,2015-10-29 02:36:00,202,,530,530,,,,,,,,12435,TRUE,6026,24,,,,,,,,,23.508,2015-10-29 10:00:00,2019-10-29 02:19:00,,1,P,"Taken from CDAW. Also, poor fit for CME launch time",,,,2015-10-28 15:05:00,2015-10-30 04:05:00
gsep_338,,cdaw_sep_148,2016-01-02 00:15:00,2016-01-02 00:15:00,2016-01-02 04:50:00,22,lasco_26928,2016-01-01 23:09:13,2016-01-01 23:24:00,360,,1730,1730,gid_sdo_7913,2016-01-01 23:10:00,2016-01-02 00:11:00,61,82,-25,M2.3,12473,FALSE,6206,22,,,,,,,,,21.522,2016-01-02 04:50:00,2019-01-01 23:21:00,2019-01-02 00:55:00,1,P,,,,,2016-01-01 12:15:00,2016-01-02 12:45:00
gsep_339,,cdaw_sep_149,2017-07-14 04:40:00,2017-07-14 04:40:00,2017-07-14 23:20:00,22,lasco_28753,2017-07-14 01:02:31,2017-07-14 01:25:00,360,,1200,1200,gid_sdo_8365,2017-07-14 01:07:00,2017-07-14 02:09:00,62,29,-6,M2.4,12665,FALSE,7075,22,,,,,,,,,22.374,2017-07-14 23:20:00,,2019-07-14 01:18:00,1,P,,,,,2017-07-13 16:40:00,2017-07-16 19:40:00
gsep_340,,cdaw_sep_150,2017-09-04 22:30:00,2017-09-04 22:30:00,2017-09-05 19:20:00,210,lasco_28869,2017-09-04 20:13:01,2017-09-04 20:36:05,360,,1418,1418,gid_sdo_8455,2017-09-04 20:28:00,2017-09-04 20:33:00,5,12,-10,M5.5,12673,FALSE,7115,210,,,,,,,,,210.19,2017-09-05 19:30:00,,2019-09-04 20:27:00,1,P,,,,,2017-09-04 10:30:00,2017-09-06 12:30:00
gsep_341,,cdaw_sep_151,2017-09-06 12:35:00,2017-09-06 12:35:00,2017-09-07 23:25:00,41,lasco_28874,2017-09-06 11:54:23,2017-09-06 12:24:00,360,,1571,1571,gid_sdo_8472,2017-09-06 11:53:00,2017-09-06 12:02:00,9,33,-8,X9.3,12673,FALSE,7115,844,,,,,,,,,849.19,2017-09-08 00:20:00,2019-09-06 12:02:00,2019-09-06 12:05:00,1,P,,,,Data corrected for spike,2017-09-06 00:35:00,2017-09-08 14:35:00
gsep_342,,cdaw_sep_152,2017-09-10 16:25:00,2017-09-10 16:25:00,2017-09-11 11:40:00,1490,lasco_28887,2017-09-10 15:46:33,2017-09-10 16:00:00,360,,3163,3163,gid_sdo_8527,2017-09-10 15:35:00,2017-09-10 16:06:00,31,90,-9,X8.2,12673,FALSE,7115,1490,,,,,,,,,1493.5,2017-09-11 11:45:00,2019-09-10 15:53:00,,1,P,,,,,2017-09-10 04:25:00,2017-09-13 06:55:00
